2026-03-04 19:32:41 | main         | INFO    | Лог-файл: C:\Users\oleg\Documents\GitHub\Magint_cli\magnit_delivery\logs\magnit_2026-03-04_193241.log
2026-03-04 19:33:17 | magnit_api   | DEBUG   |   Headers: {'User-Agent': 'python-requests/2.32.5', 'Accept-Encoding': 'gzip, deflate', 'Accept': 'application/json', 'Connection': 'keep-alive', 'Authorization': 'Bearer eyJhbGc***'}
2026-03-04 19:33:18 | magnit_api   | INFO    | ← 200 https://b2b-api.magnit.ru/api/v1/magnit-post/pickup-points (0.21 сек)
2026-03-04 19:33:18 | magnit_api   | DEBUG   |   Тело ответа (633637 байт): {"pager":{"currentPage":4,"pageSize":1000,"totalItems":4610,"totalPages":5},"pickupPoints":[{"address":"г. Уфа, ул. Набережная реки Уфы, д. 11, корп. 2 (магазин Магнит)","city":"Уфа","coordinates":{"latitude":54.761276,"longitude":56.061074},"index":"450073","key":"67586","name":"УФА%141","region":"Республика Башкортостан","type":"MAGNIT_HOME","workHours":[{"day":"MON","from":"08:30","till":"23:00"},{"day":"TUE","from":"08:30","till":"23:00"},{"day":"WED","from":"08:30","till":"23:00"},{"day":"THU","from":"08:30","till":"23:00"},{"day":"FRI","from":"08:30","till":"23:00"},{"day":"SAT","from":"08:30","till":"23:00"},{"day":"SUN","from":"08:30","till":"23:00"}]},{"address":"г. Челябинск, ул. Новороссийская, д. 53 (магазин Магнит)","city":"Челябинск","coordinates":{"latitude":55.108656,"longitude":61.47899},"index":"454139","key":"67589","name":"ЧЛБ%134","region":"Челябинская область","type":"MAGNIT_HOME","workHours":[{"day":"MON","from":"09:00","till":"23:00"},{"day":"TUE","from":"09:00","till":"23:00"},{"day":"WED","from":"09:00","till":"23:00"},{"day":"THU","from":"09:00","till":"23:00"},{"day":"FRI","from":"09:00","till":"23:00"},{"day":"SAT","from":"09:00","till":"23:00"},{"day":"SUN","from":"09:00","till":"23:00"}]},{"address":"г. Тольятти, пр-кт Степана Разина, д. 36А (магазин Магнит Косметик)","city":"Тольятти","coordinates":{"latitude":53.515749,"longitude":49.293153},"index":"445040","key":"67590","name":"ТЛТ%101","region":"Самарская область","type":"MAGNIT_COSMETICS","workHours":[{"day":"MON","from":"10:00","till":"21:30"},{"day":"TUE","from":"10:00","till":"21:30"},{"day":"WED","from":"10:00","till":"21:30"},{"day":"THU","from":"10:00","till":"21:30"},{"day":"FRI","from":"10:00","till":"21:30"},{"day":"SAT","from":"10:00","till":"21:30"},{"day":"SUN","from":"10:00","till":"21:30"}]},{"address":"г. Миасс, ул. 8 Марта, д. 161А (Магнит Семейный)","city":"Миасс","coordinates":{"latitude":55.036939,"longitude":60.119143},"index":"456317","key":"67592","name":"МИ
2026-03-04 19:33:18 | pvz_cache    | INFO    |   Страница 4: получено 1000 ПВЗ (всего 4000)
2026-03-04 19:33:18 | magnit_api   | DEBUG   | Используем кешированный токен (истекает через 3563 сек)
2026-03-04 19:33:18 | magnit_api   | INFO    | → GET https://b2b-api.magnit.ru/api/v1/magnit-post/pickup-points
2026-03-04 19:33:18 | magnit_api   | DEBUG   |   Params: {'page': 5, 'size': 1000}
2026-03-04 19:33:18 | magnit_api   | DEBUG   |   Headers: {'User-Agent': 'python-requests/2.32.5', 'Accept-Encoding': 'gzip, deflate', 'Accept': 'application/json', 'Connection': 'keep-alive', 'Authorization': 'Bearer eyJhbGc***'}
2026-03-04 19:33:18 | magnit_api   | INFO    | ← 200 https://b2b-api.magnit.ru/api/v1/magnit-post/pickup-points (0.19 сек)
2026-03-04 19:33:18 | magnit_api   | DEBUG   |   Тело ответа (393198 байт): {"pager":{"currentPage":5,"pageSize":1000,"totalItems":4610,"totalPages":5},"pickupPoints":[{"address":"г. Каменск-Уральский, ул. Каменская, д. 50, корп. А (магазин Магнит)","city":"Каменск-Уральский","coordinates":{"latitude":56.384612,"longitude":61.94632},"index":"623412","key":"69001","name":"ЕКБ%309","region":"Свердловская область","type":"MAGNIT_HOME","workHours":[{"day":"MON","from":"00:00","till":"23:59"},{"day":"TUE","from":"00:00","till":"23:59"},{"day":"WED","from":"00:00","till":"23:59"},{"day":"THU","from":"00:00","till":"23:59"},{"day":"FRI","from":"00:00","till":"23:59"},{"day":"SAT","from":"00:00","till":"23:59"},{"day":"SUN","from":"00:00","till":"23:59"}]},{"address":"г. Тольятти, ул. Фрунзе, д. 2, корп. Б (магазин Магнит)","city":"Тольятти","coordinates":{"latitude":53.515751,"longitude":49.303701},"index":"445051","key":"69003","name":"ТЛТ%120","region":"Самарская область","type":"MAGNIT_HOME","workHours":[{"day":"MON","from":"08:30","till":"21:30"},{"day":"TUE","from":"08:30","till":"21:30"},{"day":"WED","from":"08:30","till":"21:30"},{"day":"THU","from":"08:30","till":"21:30"},{"day":"FRI","from":"08:30","till":"21:30"},{"day":"SAT","from":"08:30","till":"21:30"},{"day":"SUN","from":"08:30","till":"21:30"}]},{"address":"г. Самара, пр-кт Кирова, д. 237 (магазин Магнит)","city":"Самара","coordinates":{"latitude":53.235524,"longitude":50.242903},"index":"443035","key":"69005","name":"СМР%239","region":"Самарская область","type":"MAGNIT_HOME","workHours":[{"day":"MON","from":"08:00","till":"21:00"},{"day":"TUE","from":"08:00","till":"21:00"},{"day":"WED","from":"08:00","till":"21:00"},{"day":"THU","from":"08:00","till":"21:00"},{"day":"FRI","from":"08:00","till":"21:00"},{"day":"SAT","from":"08:00","till":"21:00"},{"day":"SUN","from":"08:00","till":"21:00"}]},{"address":"г. Самара, Пугачевский тракт, д. 11 (магазин Магнит)","city":"Самара","coordinates":{"latitude":53.114799,"longitude":50.085039},"index":"443004","key":"69006","name":"СМР%240","re
2026-03-04 19:33:18 | pvz_cache    | INFO    |   Страница 5: получено 610 ПВЗ (всего 4610)
2026-03-04 19:33:18 | pvz_cache    | INFO    | Кэш сохранён: C:\Users\oleg\Documents\GitHub\Magint_cli\magnit_delivery\cache\pvz_all.json (4610 ПВЗ)
2026-03-04 19:33:18 | pvz_cache    | DEBUG   | Индекс построен: 630 городов
2026-03-04 19:33:18 | pvz_cache    | INFO    | ПВЗ загружены из API: 4610 точек, 630 городов
2026-03-04 19:33:18 | main         | WARNING | В городе 'Магадан' нет ПВЗ
